abaci	abacus
comeliest	comely
comfier	comfy
comfiest	comfy
commandoes	commando
committing	commit
compelled	compel
compelling	compel
complied	comply
complotted	complot
complotting	complot
concerti	concerto
concurred	concur
concurring	concur
confabbed	confab
confabbing	confab
conferred	confer
conferring	confer
congii	congius
conjunctivae	conjunctiva
conned	con
conning	con
consortia	consortium
continua	continuum
contralti	contralto
controlled	control
copied	copy
copped	cop
copping	cop
copulae	copula
coquetted	coquet
coquetting	coquet
coria	corium
corneae	cornea
cornier	corny
corniest	corny
coronae	corona
corpora	corpus
corralled	corral
corralling	corral
cortices	cortex
cosier	cosy
cosiest	cosy
costae	costa
costlier	costly
costliest	costly
counselled	counsel
countersank	countersink
countersunk	countersink
courtlier	courtly
courtliest	courtly
coxae	coxa
cozier	cozy
coziest	cozy
crabbier	crabby
crabbiest	crabby
crabbing	crab
craftier	crafty
craftiest	crafty
craggier	craggy
craggiest	craggy
crammed	cram
cramming	cram
crania	cranium
crankier	cranky
crankiest	cranky
crapped	crap
crapping	crap
crawfishes	crawfish
crayfishes	crayfish
crazier	crazy
craziest	crazy
creepier	creepy
creepiest	creepy
crematoria	crematorium
crept	creep
crescendi	crescendo
cribbed	crib
cribbing	crib
cried	cry
crises	crisis
crispier	crispy
crispiest	crispy
criteria	criterion
cropped	crop
cropping	crop
crossbred	crossbreed
cruces	crux
crucified	crucify
crumblier	crumbly
crumbliest	crumbly
crummier	crummy
crummiest	crummy
crustier	crusty
crustiest	crusty
cryings	cry
cubbed	cub
cubbing	cub
cudgelled	cudgel
cudgelling	cudgel
culti	cultus
cumuli	cumulus
cumulonimbi	cumulonimbus
cupped	cup
cupping	cup
curlier	curly
curliest	curly
curricula	curriculum
curried	curry
curst	curse
cuter	cute
cutes	cutis
cuttlefishes	cuttlefish
dabbed	dab
dabbing	dab
dagged	dag
dagging	dag
daintier	dainty
daintiest	dainty
dallied	dally
dammed	dam
damming	dam
dandier	dandy
dandiest	dandy
deadlier	deadly
deadliest	deadly
dealt	deal
debarred	debar
debarring	debar
decennia	decennium
decried	decry
deeper	deeply
deferred	defer
deferring	defer
defied	defy
degassed	degas
degasses	degas
degassing	degas
deified	deify
demurred	demur
demurring	demur
denied	deny
denned	den
denning	den
descried	descry
deterred	deter
deterring	deter
devilled	devil
devilling	devil
diaereses	diaeresis
diaerses	diaeresis
diagrammed	diagram
diagramming	diagram
dialled	dial
dialling	dial
dialyses	dialysis
diaphyses	diaphysis
dicta	dictum
did	do
diereses	dieresis
dignified	dignify
dimmer	dim
dimmest	dim
dimming	dim
dingier	dingy
dingiest	dingy
dinned	din
dinning	din
dipped	dip
dipping	dip
dirtied	dirty
dirtier	dirty
dirtiest	dirty
disci	discus
disembodied	disembody
disembowelled	disembowel
disembowelling	disembowel
dishevelling	dishevel
disinterred	disinter
disinterring	disinter
dispelled	dispel
dispelling	dispel
disqualified	disqualify
distilled	distil
distilling	distil
diversified	diversify
dizzied	dizzy
dizzier	dizzy
dizziest	dizzy
dodgier	dodgy
dodgiest	dodgy
dodoes	dodo
dogging	dog
dogmata	dogma
dogteeth	dogtooth
dollied	dolly
domatia	domatium
donned	don
donning	don
dopier	dopey
dopiest	dopey
dorsa	dorsum
dottier	dotty
dottiest	dotty
dotting	dot
dowdier	dowdy
dowdiest	dowdy
downier	downy
downiest	downy
dozier	dozy
doziest	dozy
drabbed	drab
drabber	drab
drabbest	drab
drabbing	drab
dragged	drag
dragging	drag
drank	drink
drawn	draw
dreamier	dreamy
dreamiest	dreamy
dreamt	dream
drearier	dreary
dreariest	dreary
dried	dry
driest	dry
dripped	drip
drippier	drippy
drippiest	drippy
dripping	drip
drivelled	drivel
drivelling	drivel
driven	drive
dropped	drop
dropping	drop
drosophilae	drosophila
drowsier	drowsy
drowsiest	drowsy
drubbed	drub
drugged	drug
drugging	drug
drummed	drum
drumming	drum
dryest	dry
dubbed	dub
dubbing	dub
duelled	duel
duelling	duel
dug	dig
dui	duo
dulcified	dulcify
dummied	dummy
dumpier	dumpy
dumpiest	dumpy
dunned	dun
dunner	dun
dunnest	dun
dunning	dun
duona	duodenum
duonas	duodenum
duskier	dusky
duskiest	dusky
dustier	dusty
dustiest	dusty
dwarves	dwarf
dwelt	dwell
dybbukkim	dybbuk
earthier	earthy
earthiest	earthy
earthlier	earthly
earthliest	earthly
easied	easy
easier	easy
easiest	easy
eaten	eat
eavesdropped	eavesdrop
eavesdropping	eavesdrop
ecdyses	ecdysis
echoes	echo
eddied	eddy
edemata	edema
edgier	edgy
edgiest	edgy
eerier	eerie
eeriest	eerie
electrified	electrify
ellipses	ellipsis
elves	elf
embargoes	embargo
embedded	embed
embedding	embed
emitted	emit
emitting	emit
emphases	emphasis
emporia	emporium
emptied	empty
emptier	empty
emptiest	empty
enamelled	enamel
enamelling	enamel
encephala	encephalon
encephalitides	encephalitis
enchiridia	enchiridion
encomia	encomium
endozoa	endozoan
englutted	englut
englutting	englut
enrolled	enrol
enrolling	enrol
enthralling	enthral
entozoa	entozoan
entrapped	entrap
entrapping	entrap
envied	envy
enwrapping	enwrap
epentheses	epenthesis
epiglottides	epiglottis
epithelia	epithelium
epitheliomata	epithelioma
equalled	equal
equalling	equal
equilibria	equilibrium
equipped	equip
esophagi	esophagus
espied	espy
exanthemata	exanthema
excelled	excel
excelling	excel
exegeses	exegesis
exemplified	exemplify
exostoses	exostosis
expelled	expel
extolled	extol
extolling	extol
extrema	extremum
eyeteeth	eyetooth
facetted	facet
facetting	facet
fagged	fag
fagging	fag
falsified	falsify
famuli	famulus
fanciest	fancy
fanned	fan
fanning	fan
fantasied	fantasy
fasciae	fascia
fatsoes	fatso
fatted	fat
fatter	fat
fattest	fat
fattier	fatty
fattiest	fatty
fatting	fat
faultier	faulty
faultiest	faulty
faunae	fauna
featherbedded	featherbed
featherbedding	featherbed
feet	foot
feistier	feisty
feistiest	feisty
ferried	ferry
fezzes	fez
fiascoes	fiasco
fibbed	fib
fibbing	fib
figged	fig
figging	fig
fila	filum
filmier	filmy
filmiest	filmy
filthier	filthy
filthiest	filthy
finned	fin
finning	fin
fishes	fish
fitted	fit
fittest	fit
flagella	flagellum
flagged	flag
flagging	flag
flakier	flaky
flakiest	flaky
flannelled	flannel
flannelling	flannel
flapped	flap
flashier	flashy
flashiest	flashy
flatted	flat
flattest	flat
flatting	flat
flauntier	flaunty
flauntiest	flaunty
fled	flee
fleshier	fleshy
fleshiest	fleshy
fleshlier	fleshly
fleshliest	fleshly
flew	fly
flightier	flighty
flightiest	flighty
flimflammed	flimflam
flimflamming	flimflam
flimsier	flimsy
flimsiest	flimsy
flintier	flinty
flintiest	flinty
flipped	flip
flipping	flip
flitted	flit
flitting	flit
flogged	flog
flogging	flog
flopped	flop
floppier	floppy
floppiest	floppy
flopping	flop
florae	flora
florilegia	florilegium
flossier	flossy
flossiest	flossy
flown	fly
flubbed	flub
flubbing	flub
fluffier	fluffy
fluffiest	fluffy
flung	fling
flurried	flurry
foamier	foamy
foamiest	foamy
fobbed	fob
fobbing	fob
foci	focus
foggier	foggy
foggiest	foggy
fogging	fog
foolhardier	foolhardy
foolhardiest	foolhardy
footslogged	footslog
footslogging	footslog
fora	forum
forbad	forbid
forbade	forbid
forbore	forbear
forborne	forbear
foreknew	foreknow
foreknown	foreknow
foresaw	foresee
foreseen	foresee
foretold	foretell
forewent	forego
forgave	forgive
forgetting	forget
forgiven	forgive
forgone	forgo
forgot	forget
forgotten	forget
formatted	format
formulae	formula
forsaken	forsake
forsook	forsake
forswore	forswear
forsworn	forswear
fortified	fortify
forwent	forgo
fossae	fossa
fought	fight
foxier	foxy
foxiest	foxy
freakier	freaky
freakiest	freaky
freer	free
freest	free
fretting	fret
fricandeaux	fricandeau
friendlier	friendly
friendliest	friendly
friskier	frisky
friskiest	frisky
frivolled	frivol
frivolling	frivol
frogged	frog
frogging	frog
frolicked	frolic
frolicking	frolic
frostier	frosty
frostiest	frosty
froze	freeze
fructified	fructify
fruitier	fruity
fruitiest	fruity
fuelled	fuel
fuelling	fuel
fulfilled	fulfil
fulfilling	fulfil
funkier	funky
funkiest	funky
funned	fun
funnelled	funnel
funnelling	funnel
funnier	funny
funniest	funny
funning	fun
furrier	furry
furriest	furry
furring	fur
fussier	fussy
fussiest	fussy
fustier	fusty
fustiest	fusty
fuzzier	fuzzy
fuzziest	fuzzy
gabbier	gabby
gabbiest	gabby
gadded	gad
gadding	gad
gagged	gag
gagging	gag
gainsaid	gainsay
gambolled	gambol
gambolling	gambol
gamier	gamy
gamiest	gamy
gan	gin
gapped	gap
gapping	gap
gasified	gasify
gassed	gas
gasses	gas
gaudier	gaudy
gaudiest	gaudy
gauzier	gauzy
gauziest	gauzy
gave	give
gawkier	gawky
gawkiest	gawky
geckoes	gecko
geese	goose
gelled	gel
gelling	gel
gemmed	gem
gemming	gem
genera	genus
geneses	genesis
genii	genius
genua	genu
ghastlier	ghastly
ghastliest	ghastly
ghostwritten	ghostwrite
ghostwrote	ghostwrite
giddied	giddy
giddier	giddy
giddiest	giddy
gigged	gig
gigging	gig
gingivae	gingiva
ginned	gin
ginning	gin
gipped	gip
gipping	gip
girt	gird
gladder	glad
gladdest	glad
glassier	glassy
glassiest	glassy
glibber	glib
glibbest	glib
glommed	glom
glomming	glom
gloomier	gloomy
gloomiest	gloomy
gloried	glory
glorified	glorify
glossae	glossa
glossier	glossy
glossiest	glossy
glottides	glottis
glummer	glum
glummest	glum
glutted	glut
glutting	glut
gnawn	gnaw
godlier	godly
godliest	godly
goes	go
goldfishes	goldfish
goodlier	goodly
goodliest	goodly
goofier	goofy
goofiest	goofy
gooier	gooey
gooiest	gooey
goosier	goosy
goosiest	goosy
gorier	gory
goriest	gory
got	get
gotten	get
goyim	goy
grabbed	grab
grabbing	grab
grafen	graf
grainier	grainy
grainiest	grainy
grandchildren	grandchild
grassier	grassy
grassiest	grassy
gratified	gratify
gravelled	gravel
gravelling	gravel
greasier	greasy
greasiest	greasy
greedier	greedy
greediest	greedy
grew	grow
grimmer	grim
grimmest	grim
grinned	grin
gripped	grip
gript	grip
grislier	grisly
grisliest	grisly
gritted	grit
grittier	gritty
grittiest	gritty
gritting	grit
grizzlier	grizzly
grizzliest	grizzly
groggier	groggy
groggiest	groggy
groovier	groovy
grooviest	groovy
grottier	grotty
grottiest	grotty
grottoes	grotto
grovelled	grovel
grovelling	grovel
grubbed	grub
grubbier	grubby
grubbiest	grubby
grubbing	grub
grumpier	grumpy
grumpiest	grumpy
guarantied	guaranty
guiltier	guilty
guiltiest	guilty
gullied	gully
gummed	gum
gummier	gummy
gummiest	gummy
gumming	gum
gunned	gun
gunning	gun
gutsier	gutsy
gutsiest	gutsy
gymnasia	gymnasium
gynoecea	gynoecium
gynoecia	gynoecium
gypped	gyp
gypping	gyp
had	have
hadjes	hadj
haematolyses	haematolysis
haemodialyses	haemodialysis
haemolyses	haemolysis
hagfishes	hagfish
haggadas	haggada
haggadoth	haggada
hairier	hairy
hairiest	hairy
hajjes	hajj
halfways	halfway
halteres	halter
halves	half
hammed	ham
hamming	ham
hamstrung	hamstring
handicapping	handicap
handier	handy
handiest	handy
happier	happy
happiest	happy
harder	hard
hardest	hard
hardier	hardy
hardiest	hardy
harried	harry
has	have
hastier	hasty
hastiest	hasty
hatted	hat
hatting	hat
haughtier	haughty
haughtiest	haughty
hazier	hazy
haziest	hazy
headier	heady
headiest	heady
healthier	healthy
healthiest	healthy
heard	hear
heartier	hearty
heartiest	hearty
heavier	heavy
heaviest	heavy
heftier	hefty
heftiest	hefty
held	hold
helices	helix
hematolyses	hematolysis
hemmed	hem
hemming	hem
hemodialyses	hemodialysis
hemolyses	hemolysis
herniae	hernia
heroes	hero
hewn	hew
hiccupped	hiccup
hiccupping	hiccup
hid	hide
hipper	hip
hippest	hip
hippocampi	hippocampus
hippopotami	hippopotamus
hoarier	hoary
hoariest	hoary
hobbed	hob
hobbing	hob
hoboes	hobo
hogged	hog
hogging	hog
holier	holy
holiest	holy
homelier	homely
homeliest	homely
honied	honey
hooves	hoof
hopped	hop
hopping	hop
hornier	horny
horniest	horny
horrified	horrify
horsewhipped	horsewhip
horsewhipping	horsewhip
hotter	hot
hottest	hot
hove	heave
hovelled	hovel
hovelling	hovel
hugged	hug
hugging	hug
humbugged	humbug
humbugging	humbug
humeri	humerus
hummed	hum
hung	hang
hungrier	hungry
hungriest	hungry
huskier	husky
huskiest	husky
hypertrophied	hypertrophy
hyphae	hypha
hypnoses	hypnosis
hypophyses	hypophysis
hypotheses	hypothesis
icier	icy
iciest	icy
identified	identify
ilia	ilium
imbedded	imbed
imbedding	imbed
impelled	impel
impelling	impel
implied	imply
incudes	incus
incurred	incur
incurring	incur
indemnified	indemnify
indices	index
indigoes	indigo
inferred	infer
inferring	infer
initialled	initial
initialling	initial
innuendoes	innuendo
insetting	inset
installed	instal
intensified	intensify
interbred	interbreed
intermezzi	intermezzo
intermitted	intermit
intermitting	intermit
interred	inter
interring	inter
interwove	interweave
interwoven	interweave
intromitted	intromit
intromitting	intromit
isthmi	isthmus
jabbed	jab
jamming	jam
japanned	japan
japanning	japan
jarred	jar
jarring	jar
jauntier	jaunty
jauntiest	jaunty
jazzier	jazzy
jazziest	jazzy
jellied	jelly
jerkier	jerky
jerkiest	jerky
jetted	jet
jetting	jet
jewelled	jewel
jewelling	jewel
jibbed	jib
jibbing	jib
jimmied	jimmy
jinn	jinni
jobbed	job
jobbing	job
jogged	jog
jollied	jolly
jollier	jolly
jolliest	jolly
jollified	jollify
jotted	jot
jotting	jot
jugged	jug
jugging	jug
juicier	juicy
juiciest	juicy
jumpier	jumpy
jumpiest	jumpy
justified	justify
jutted	jut
kenned	ken
kenning	ken
kept	keep
kernelled	kernel
kernelling	kernel
kidded	kid
kidding	kid
kidnapped	kidnap
kindlier	kindly
kindliest	kindly
kinkier	kinky
kinkiest	kinky
kipped	kip
kipping	kip
knapped	knap
knapping	knap
kneecapped	kneecap
kneecapping	kneecap
knelt	kneel
knew	know
knives	knife
knobbing	knob
knottier	knotty
knottiest	knotty
knotting	knot
known	know
kookier	kooky
kookiest	kooky
kronen	krone
kroner	krone
kronur	krona
labelled	label
labelling	label
lacier	lacy
laciest	lacy
lacunae	lacuna
lagged	lag
lain	lie
lallygagged	lallygag
lallygagging	lallygag
lamiae	lamia
lammed	lam
lamming	lam
lankier	lanky
lankiest	lanky
lapidified	lapidify
lapped	lap
lapping	lap
larvae	larva
larynges	larynx
lassoes	lasso
latices	latex
laurelled	laurel
laurelling	laurel
lazier	lazy
laziest	lazy
leafier	leafy
leafiest	leafy
leakier	leaky
leakiest	leaky
leant	lean
leapt	leap
learier	leary
leariest	leary
learnt	learn
leaves	leaf
led	lead
leerier	leery
leeriest	leery
lengthier	lengthy
lengthiest	lengthy
lentigines	lentigo
letting	let
levelled	level
levelling	level
levied	levy
libelled	libel
libelling	libel
libretti	libretto
lice	louse
lingoes	lingo
linguae	lingua
lipped	lip
lipping	lip
litai	lit
livelier	lively
liveliest	lively
lives	life
loaves	loaf
lobbied	lobby
loci	locus
loftier	lofty
loftiest	lofty
logged	log
loggie	loggia
logier	logy
logiest	logy
lonelier	lonely
loneliest	lonely
loonier	loony
looniest	loony
loopier	loopy
loopiest	loopy
lopped	lop
lopping	lop
lordlier	lordly
lordliest	lordly
lotted	lot
lotting	lot
lousier	lousy
lousiest	lousy
lovelier	lovely
loveliest	lovely
lowlier	lowly
lowliest	lowly
luckier	lucky
luckiest	lucky
lugged	lug
lugging	lug
lullabied	lullaby
lumpier	lumpy
lumpiest	lumpy
lustier	lusty
lustiest	lusty
lustra	lustre
lymphomata	lymphoma
lyses	lysis
macaronies	macaroni
maculae	macula
madded	mad
madder	mad
maddest	mad
madding	mad
made	make
maestri	maestro
magnified	magnify
mamillae	mamilla
mammae	mamma
mammillae	mammilla
mangoes	mango
manlier	manly
manliest	manly
manned	man
manning	man
manumitted	manumit
manumitting	manumit
mapped	map
marred	mar
marring	mar
marshalled	marshal
marshalling	marshal
marshier	marshy
marshiest	marshy
marvelled	marvel
marvelling	marvel
matrices	matrix
matting	mat
mausolea	mausoleum
maxillae	maxilla
maxima	maximum
mazier	mazy
maziest	mazy
mealier	mealy
mealiest	mealy
meant	mean
measlier	measly
measliest	measly
meatier	meaty
meatiest	meaty
medalled	medal
medalling	medal
media	medium
medullae	medulla
meioses	meiosis
mementoes	memento
menisci	meniscus
menstrua	menstruum
merrier	merry
merriest	merry
met	meet
metalled	metal
metalling	metal
metamorphoses	metamorphosis
metatheses	metathesis
metempsychoses	metempsychosis
mice	mouse
midrashim	midrash
midwives	midwife
mightier	mighty
mightiest	mighty
milkier	milky
milkiest	milky
millennia	millennium
mimicked	mimic
mimicking	mimic
minae	mina
mingier	mingy
mingiest	mingy
minified	minify
minima	minimum
mioses	miosis
mirkier	mirky
mirkiest	mirky
misapplied	misapply
miscarried	miscarry
mishnayoth	mishna
mislaid	mislay
misled	mislead
mistier	misty
mistiest	misty
mistook	mistake
misunderstood	misunderstand
mobbed	mob
mobbing	mob
modelled	model
modified	modify
moldier	moldy
moldiest	moldy
mollified	mollify
momenta	momentum
momi	momus
moodier	moody
moodiest	moody
moonier	moony
mooniest	moony
mopped	mop
mopping	mop
moratoria	moratorium
morses	morse
mortified	mortify
moslim	moslem
moslims	moslem
mosquitoes	mosquito
mottoes	motto
mouldier	mouldy
mouldiest	mouldy
mown	mow
muckier	mucky
muckiest	mucky
mucosae	mucosa
mudded	mud
muddier	muddy
muddiest	muddy
mudding	mud
mugged	mug
muggier	muggy
muggiest	muggy
mugging	mug
multiplied	multiply
mummed	mum
mummified	mummify
mumming	mum
murkier	murky
murkiest	murky
mushier	mushy
mushiest	mushy
mustier	musty
mustiest	musty
mutinied	mutiny
muzzier	muzzy
muzziest	muzzy
myomata	myoma
myoses	myosis
mystified	mystify
nabbed	nab
nabbing	nab
nagged	nag
nagging	nag
naiades	naiad
napped	nap
nappier	nappy
nappiest	nappy
napping	nap
nastier	nasty
nastiest	nasty
natatoria	natatorium
nattier	natty
nattiest	natty
naughtier	naughty
naughtiest	naughty
necropoleis	necropolis
needier	needy
neediest	needy
negroes	negro
nemeses	nemesis
nervier	nervy
nerviest	nervy
netted	net
netting	net
neuroses	neurosis
nevi	nevus
newsier	newsy
newsiest	newsy
nibbed	nib
nibbing	nib
nickelled	nickel
nickelling	nickel
nidi	nidus
niftier	nifty
niftiest	nifty
nigrified	nigrify
nimbi	nimbus
nipped	nip
nodded	nod
nodding	nod
noes	no
noisier	noisy
noisiest	noisy
nonplusses	nonplus
nonplussing	nonplus
notified	notify
nuchae	nucha
nuclei	nucleus
nucleoli	nucleolus
nullified	nullify
numbfishes	numbfish
nutted	nut
nuttier	nutty
nuttiest	nutty
nutting	nut
oases	oasis
occurred	occur
occurring	occur
oceanides	oceanid
octopi	octopus
oculi	oculus
oedemata	edema
oesophagi	esophagus
offsetting	offset
oilier	oily
oiliest	oily
omitted	omit
omitting	omit
onagri	onager
ora	os
osar	os
ossa	os
ossified	ossify
outcried	outcry
outcropped	outcrop
outdid	outdo
outdone	outdo
outfitted	outfit
outfitting	outfit
outgone	outgo
outlaid	outlay
outputted	output
outputting	output
outridden	outride
outrode	outride
outstripped	outstrip
outstripping	outstrip
outwent	outgo
outwitted	outwit
outwitting	outwit
outwore	outwear
outworn	outwear
overcame	overcome
overdid	overdo
overdone	overdo
overdrawn	overdraw
overdrew	overdraw
overflew	overfly
overflown	overflow
overheard	overhear
overhung	overhang
overlaid	overlay
overlapped	overlap
overlapping	overlap
overran	overrun
overridden	override
overrode	override
overrunning	overrun
oversaw	oversee
overseen	oversee
overshot	overshoot
overspilt	overspill
overstepped	overstep
overstepping	overstep
overtaken	overtake
overthrew	overthrow
overthrown	overthrow
overtook	overtake
overtopped	overtop
overtopping	overtop
oxymora	oxymoron
pacified	pacify
padded	pad
palingeneses	palingenesis
palled	pal
pallia	pallium
pallier	pally
palliest	pally
palling	pal
palsied	palsy
paltrier	paltry
paltriest	paltry
panelled	panel
panicking	panic
panned	pan
panning	pan
parallelled	parallel
parallelling	parallel
paralyses	paralysis
parazoa	parazoan
parcelled	parcel
parentheses	parenthesis
parhelia	parhelion
parietes	paries
parodied	parody
parried	parry
partaken	partake
partook	partake
pasquil	pasquinade
pasquilled	pasquinade
pasquilling	pasquinade
pasquils	pasquinade
pastier	pasty
pastiest	pasty
pastorali	pastorale
patellae	patella
patrolled	patrol
patrolling	patrol
patted	pat
patting	pat
peachier	peachy
peachiest	peachy
pearlier	pearly
pearliest	pearly
pease	pea
pedalled	pedal
pedalling	pedal
pedes	pes
pegged	peg
pegging	peg
pelves	pelvis
pence	penny
